GateV,DrainV,VssV,BodyV,VddV,DrainI,GateI,VssI,BodyI,VddI,TempK,GNDV
0.5,0.58,0,-0.4,0.8,0.00153,9.75e-12,-0.0015318,-4.2787e-10,-7.900000000000001e-13,8.5,0
0.52,0.58,0,-0.4,0.8,0.0020328,2.783e-11,-0.0020304,-4.3979e-10,-6.400000000000001e-13,8.5,0
0.54,0.58,0,-0.4,0.8,0.0030602,4.1280000000000005e-11,-0.0030534,-4.0861000000000005e-10,1.5300000000000001e-12,8.5,0
0.56,0.58,0,-0.4,0.8,0.0035298,3.314e-11,-0.0035492,-4.2949e-10,3.46e-12,8.5,0
0.58,0.58,0,-0.4,0.8,0.0040384,5.805e-11,-0.00405,-4.5345e-10,-5.500000000000001e-13,8.5,0
0.6,0.58,0,-0.4,0.8,0.0046284,9.669e-11,-0.0046136,-4.7847e-10,-4.01e-12,8.5,0
0.62,0.58,0,-0.4,0.8,0.0052568,1.1053e-10,-0.0052082,-5.0447e-10,-3.4500000000000004e-12,8.5,0
0.64,0.58,0,-0.4,0.8,0.0059074,1.2396e-10,-0.0058964,-5.371300000000001e-10,1.69e-12,8.5,0
0.66,0.58,0,-0.4,0.8,0.0066564,1.3352000000000002e-10,-0.006656,-5.8039e-10,3.02e-12,8.5,0
0.68,0.58,0,-0.4,0.8,0.0075168,1.7017000000000002e-10,-0.007486,-6.1812e-10,-1.4300000000000002e-12,8.5,0
0.7,0.58,0,-0.4,0.8,0.0084086,1.9763e-10,-0.008432,-6.422300000000001e-10,9.3e-13,8.5,0
0.72,0.58,0,-0.4,0.8,0.0094268,2.0362e-10,-0.0094212,-6.5024e-10,4.02e-12,8.5,0
0.74,0.58,0,-0.4,0.8,0.0104524,2.2749e-10,-0.0105408,-6.2986e-10,-5.1e-13,8.5,0
0.76,0.58,0,-0.4,0.8,0.011688,2.6006000000000003e-10,-0.0116622,-5.9422e-10,-8.94e-12,8.5,0
0.78,0.58,0,-0.4,0.8,0.012878,2.9748000000000004e-10,-0.01272,-5.441200000000001e-10,-4.37e-12,8.5,0
0.8,0.58,0,-0.4,0.8,0.01408,2.9591e-10,-0.013976,-4.790100000000001e-10,5.910000000000001e-12,8.5,0
0.0,0.6,0,-0.4,0.8,3.7401e-10,-2.253e-11,-7.970000000000001e-12,-3.5689000000000005e-10,-3.1000000000000004e-13,8.5,0
0.02,0.6,0,-0.4,0.8,3.6441e-10,-9.51e-12,-4.610000000000001e-12,-3.5132000000000003e-10,-1.17e-12,8.5,0
0.04,0.6,0,-0.4,0.8,3.6093e-10,-5.38e-12,1.0000000000000002e-14,-3.4857e-10,-1.41e-12,8.5,0
0.06,0.6,0,-0.4,0.8,3.6325e-10,3.65e-12,3.95e-12,-3.4814e-10,-6.000000000000002e-13,8.5,0
0.08,0.6,0,-0.4,0.8,3.5372000000000005e-10,-2.8400000000000004e-12,8.46e-12,-3.4497e-10,-7.700000000000001e-13,8.5,0
0.1,0.6,0,-0.4,0.8,3.5595000000000005e-10,1.3000000000000001e-12,3.3600000000000002e-12,-3.5014000000000004e-10,-2.1000000000000001e-13,8.5,0
0.12,0.6,0,-0.4,0.8,3.5136e-10,-3.3200000000000004e-12,4.48e-12,-3.4059e-10,-2.6e-13,8.5,0
0.14,0.6,0,-0.4,0.8,3.5416000000000005e-10,-2.2500000000000003e-12,-4.99e-12,-3.4163000000000004e-10,-2.300000000000001e-13,8.5,0
0.16,0.6,0,-0.4,0.8,3.6622e-10,2.8800000000000002e-12,-2.464e-11,-3.3788000000000003e-10,-7.400000000000001e-13,8.5,0
0.18,0.6,0,-0.4,0.8,4.9395e-10,4.06e-12,-1.4439e-10,-3.3908000000000003e-10,-1.1600000000000001e-12,8.5,0
0.2,0.6,0,-0.4,0.8,1.12536e-09,1.097e-11,-7.787600000000001e-10,-3.3765e-10,-3.7000000000000004e-13,8.5,0
0.22,0.6,0,-0.4,0.8,4.2916e-09,9.23e-12,-3.9481e-09,-3.3345e-10,5.500000000000001e-13,8.5,0
0.24,0.6,0,-0.4,0.8,1.92416e-08,-1.2580000000000002e-11,-1.88564e-08,-3.3542e-10,-8.2e-13,8.5,0
0.26,0.6,0,-0.4,0.8,8.89978e-08,-2.2700000000000002e-12,-8.91056e-08,-3.3048000000000003e-10,1.8000000000000004e-13,8.5,0
0.28,0.6,0,-0.4,0.8,3.9588e-07,2.900000000000001e-13,-3.9668e-07,-3.258e-10,4.0000000000000006e-14,8.5,0
0.3,0.6,0,-0.4,0.8,1.5038e-06,7.02e-12,-1.5032e-06,-3.2370000000000003e-10,4.0000000000000006e-14,8.5,0
0.32,0.6,0,-0.4,0.8,4.8072e-06,6.280000000000001e-12,-4.8326e-06,-3.2103000000000003e-10,-6.200000000000001e-13,8.5,0
0.34,0.6,0,-0.4,0.8,1.3248e-05,7.400000000000001e-13,-1.3506e-05,-3.267e-10,6.8e-13,8.5,0
0.36,0.6,0,-0.4,0.8,3.2986e-05,-6.19e-12,-3.303e-05,-3.216e-10,6.3e-13,8.5,0
0.38,0.6,0,-0.4,0.8,7.396e-05,3.0900000000000004e-12,-7.3948e-05,-3.199e-10,-3.5e-13,8.5,0
0.4,0.6,0,-0.4,0.8,0.00030098,3.000000000000001e-13,-0.00030228,-5.4844e-10,6.8e-13,8.5,0
0.42,0.6,0,-0.4,0.8,0.0003944,-2.82e-12,-0.0003938,-6.0674e-10,3.0000000000000005e-14,8.5,0
0.44,0.6,0,-0.4,0.8,0.00053846,1.041e-11,-0.00053696,-6.0837e-10,-9.8e-13,8.5,0
0.46,0.6,0,-0.4,0.8,0.000785,1.602e-11,-0.00078396,-3.0592e-10,2.8e-13,8.5,0
0.48,0.6,0,-0.4,0.8,0.0011614,-5.34e-12,-0.00116036,-4.4970000000000006e-10,2.28e-12,8.5,0
0.5,0.6,0,-0.4,0.8,0.0015408,1.8700000000000003e-12,-0.001549,-5.059600000000001e-10,1.4300000000000002e-12,8.5,0
0.52,0.6,0,-0.4,0.8,0.002033,2.5740000000000003e-11,-0.002039,-5.3404e-10,-1.26e-12,8.5,0
0.54,0.6,0,-0.4,0.8,0.0031194,4.578e-11,-0.003111,-4.6042000000000005e-10,-2.42e-12,8.5,0
0.56,0.6,0,-0.4,0.8,0.0036008,5.3850000000000007e-11,-0.0035846,-4.9285e-10,-2.2000000000000002e-13,8.5,0
0.58,0.6,0,-0.4,0.8,0.0041006,6.168e-11,-0.0040898,-5.225100000000001e-10,8.2e-13,8.5,0
0.6,0.6,0,-0.4,0.8,0.0046494,8.285e-11,-0.004645,-5.624900000000001e-10,-1.9000000000000002e-13,8.5,0
0.62,0.6,0,-0.4,0.8,0.0052488,1.1052e-10,-0.0052202,-6.121600000000001e-10,1.26e-12,8.5,0
0.64,0.6,0,-0.4,0.8,0.0058818,1.2432000000000002e-10,-0.0058818,-6.7465e-10,2.74e-12,8.5,0
0.66,0.6,0,-0.4,0.8,0.0065966,1.3742e-10,-0.0066508,-7.5116e-10,5.510000000000001e-12,8.5,0
0.68,0.6,0,-0.4,0.8,0.0073936,1.6028e-10,-0.0074344,-8.3281e-10,2.1000000000000001e-13,8.5,0
0.7,0.6,0,-0.4,0.8,0.0083294,2.0541e-10,-0.0083404,-9.0092e-10,-7.770000000000001e-12,8.5,0
0.72,0.6,0,-0.4,0.8,0.0092956,2.3802e-10,-0.0092342,-9.2825e-10,-5.830000000000001e-12,8.5,0
0.74,0.6,0,-0.4,0.8,0.0103158,2.3933000000000004e-10,-0.0101104,-8.7014e-10,8.32e-12,8.5,0
0.76,0.6,0,-0.4,0.8,0.0114346,2.5899e-10,-0.011445,-8.4707e-10,3.5500000000000004e-12,8.5,0
0.78,0.6,0,-0.4,0.8,0.012628,2.9014000000000004e-10,-0.012596,-7.814600000000001e-10,-8.9e-13,8.5,0
0.8,0.6,0,-0.4,0.8,0.01382,3.1655e-10,-0.013814,-6.825100000000001e-10,1.36e-12,8.5,0
0.0,0.62,0,-0.4,0.8,4.1004e-10,-3.324e-11,1.36e-12,-3.8757e-10,8.9e-13,8.5,0
0.02,0.62,0,-0.4,0.8,4.0714000000000005e-10,-2.2790000000000003e-11,-4.0000000000000006e-14,-3.8309e-10,8.300000000000001e-13,8.5,0
0.04,0.62,0,-0.4,0.8,3.9677e-10,-2.4830000000000003e-11,3.2000000000000005e-13,-3.8344e-10,-2.2000000000000002e-13,8.5,0
0.06,0.62,0,-0.4,0.8,4.0055e-10,-1.199e-11,3.13e-12,-3.8264e-10,-1.2000000000000002e-13,8.5,0
0.08,0.62,0,-0.4,0.8,3.8785e-10,-1.4410000000000002e-11,1.144e-11,-3.8052000000000005e-10,-1.4e-13,8.5,0
0.1,0.62,0,-0.4,0.8,3.9169e-10,-1.447e-11,6.800000000000001e-12,-3.7445e-10,6.500000000000002e-13,8.5,0
0.12,0.62,0,-0.4,0.8,3.8552e-10,-2.364e-11,-1.37e-12,-3.7673000000000005e-10,1.0600000000000001e-12,8.5,0
0.14,0.62,0,-0.4,0.8,3.8260000000000005e-10,-2.802e-11,-1.201e-11,-3.7877e-10,7e-13,8.5,0
0.16,0.62,0,-0.4,0.8,4.0796000000000006e-10,-1.761e-11,-3.6150000000000006e-11,-3.7153e-10,5.4e-13,8.5,0
0.18,0.62,0,-0.4,0.8,5.4787e-10,-1.821e-11,-1.8163e-10,-3.7033000000000005e-10,2.5e-13,8.5,0
0.2,0.62,0,-0.4,0.8,1.2765e-09,-9.43e-12,-9e-10,-3.6934e-10,3.800000000000001e-13,8.5,0
0.22,0.62,0,-0.4,0.8,4.725e-09,-1.317e-11,-4.5596e-09,-3.6736e-10,-4.9e-13,8.5,0
0.24,0.62,0,-0.4,0.8,2.18034e-08,1.7100000000000002e-12,-2.13462e-08,-3.6716000000000005e-10,-3.900000000000001e-13,8.5,0
0.26,0.62,0,-0.4,0.8,1.005764e-07,-2.08e-11,-9.98078e-08,-3.5794e-10,-1.3500000000000001e-12,8.5,0
0.28,0.62,0,-0.4,0.8,4.5052e-07,-1.12e-11,-4.5342e-07,-3.6165e-10,3.900000000000001e-13,8.5,0
0.3,0.62,0,-0.4,0.8,1.6814e-06,9.800000000000001e-12,-1.6645e-06,-3.5801000000000004e-10,-3.1000000000000004e-13,8.5,0
0.32,0.62,0,-0.4,0.8,5.208800000000001e-06,4.62e-12,-5.249400000000001e-06,-3.5299000000000004e-10,-6.400000000000001e-13,8.5,0
0.34,0.62,0,-0.4,0.8,1.4384e-05,1.14e-12,-1.425e-05,-3.565e-10,2.2000000000000002e-13,8.5,0
0.36,0.62,0,-0.4,0.8,3.539e-05,1.528e-11,-3.5640000000000004e-05,-3.5342e-10,-2.900000000000001e-13,8.5,0
0.38,0.62,0,-0.4,0.8,7.8946e-05,-3.5e-13,-7.927200000000001e-05,-3.4602e-10,2.6e-13,8.5,0
0.4,0.62,0,-0.4,0.8,0.00032226,-2.009e-11,-0.00032068,-6.3434e-10,-3.800000000000001e-13,8.5,0
0.42,0.62,0,-0.4,0.8,0.00041618,1.234e-11,-0.00041594,-6.988900000000001e-10,-1.1500000000000001e-12,8.5,0
0.44,0.62,0,-0.4,0.8,0.00056742,5.110000000000001e-12,-0.00056346,-7.0043e-10,-1e-13,8.5,0
0.46,0.62,0,-0.4,0.8,0.00083666,6.380000000000001e-12,-0.0008383,-3.6977e-10,5.1e-13,8.5,0
0.48,0.62,0,-0.4,0.8,0.001199,1.3800000000000002e-11,-0.0011986,-5.4194e-10,5e-14,8.5,0
0.5,0.62,0,-0.4,0.8,0.0015828,6.41e-12,-0.0015806,-6.3896e-10,7.100000000000001e-13,8.5,0
0.52,0.62,0,-0.4,0.8,0.002075,1.0240000000000002e-11,-0.002079,-6.978200000000001e-10,-6.000000000000001e-14,8.5,0
0.54,0.62,0,-0.4,0.8,0.0032228,4.151e-11,-0.0032186,-5.2831e-10,-3.4000000000000005e-12,8.5,0
0.56,0.62,0,-0.4,0.8,0.0037136,6.634e-11,-0.0036816,-5.707700000000001e-10,-2.14e-12,8.5,0
0.58,0.62,0,-0.4,0.8,0.0042122,6.54e-11,-0.0041774,-6.1637e-10,2.2000000000000003e-12,8.5,0
0.6,0.62,0,-0.4,0.8,0.0047274,6.560000000000001e-11,-0.0047602,-6.769700000000001e-10,4.98e-12,8.5,0
0.62,0.62,0,-0.4,0.8,0.0052868,9.94e-11,-0.0053718,-7.6705e-10,4.67e-12,8.5,0
0.64,0.62,0,-0.4,0.8,0.0060056,1.3407e-10,-0.0059812,-9.0366e-10,-3.3400000000000007e-12,8.5,0
0.66,0.62,0,-0.4,0.8,0.006716,1.6424000000000002e-10,-0.0067276,-1.06303e-09,-2.28e-12,8.5,0
0.68,0.62,0,-0.4,0.8,0.0075348,1.7917e-10,-0.0075308,-1.2243e-09,4.7e-13,8.5,0
0.7,0.62,0,-0.4,0.8,0.0083958,2.0546e-10,-0.0084132,-1.36e-09,2.85e-12,8.5,0
0.72,0.62,0,-0.4,0.8,0.009305,2.2625e-10,-0.009369,-1.4679e-09,4.910000000000001e-12,8.5,0
0.74,0.62,0,-0.4,0.8,0.0103206,2.4975000000000004e-10,-0.0104198,-1.4839e-09,4.0000000000000006e-14,8.5,0
0.76,0.62,0,-0.4,0.8,0.011484,2.8461e-10,-0.0114822,-1.4427e-09,-7.870000000000001e-12,8.5,0
0.78,0.62,0,-0.4,0.8,0.012656,3.3138000000000005e-10,-0.01254,-1.3523e-09,-8.490000000000001e-12,8.5,0
0.8,0.62,0,-0.4,0.8,0.013878,3.3954000000000005e-10,-0.01372,-1.1356e-09,-3.3e-13,8.5,0
0.0,0.64,0,-0.4,0.8,4.4955e-10,-2.7670000000000003e-11,8.63e-12,-4.287e-10,3.7000000000000004e-13,8.5,0
0.02,0.64,0,-0.4,0.8,4.4601e-10,-2.914e-11,-7.55e-12,-4.2155e-10,1e-13,8.5,0
0.04,0.64,0,-0.4,0.8,4.3992e-10,-1.814e-11,-7.17e-12,-4.2471e-10,-5.7e-13,8.5,0
0.06,0.64,0,-0.4,0.8,4.338e-10,-1.065e-11,-2.7600000000000004e-12,-4.1935000000000006e-10,-1.1100000000000001e-12,8.5,0
0.08,0.64,0,-0.4,0.8,4.3675e-10,-9.92e-12,-3.4e-13,-4.1822e-10,-6.500000000000002e-13,8.5,0
0.1,0.64,0,-0.4,0.8,4.2985e-10,-5.910000000000001e-12,5.79e-12,-4.157e-10,1.5000000000000004e-13,8.5,0
0.12,0.64,0,-0.4,0.8,4.2934e-10,-1.118e-11,-4.27e-12,-4.1431e-10,-4.600000000000002e-13,8.5,0
0.14,0.64,0,-0.4,0.8,4.2605e-10,-1.4400000000000001e-12,-8.16e-12,-4.1032e-10,-8.400000000000001e-13,8.5,0
0.16,0.64,0,-0.4,0.8,4.5038000000000005e-10,6.8e-13,-3.5010000000000004e-11,-4.0942e-10,-1.02e-12,8.5,0
0.18,0.64,0,-0.4,0.8,5.9563e-10,1.014e-11,-1.8506e-10,-4.0635000000000005e-10,-5.7e-13,8.5,0
0.2,0.64,0,-0.4,0.8,1.402e-09,-1.355e-11,-9.9568e-10,-4.0593e-10,-6.400000000000001e-13,8.5,0
0.22,0.64,0,-0.4,0.8,5.1884e-09,2.14e-12,-4.8722e-09,-4.0317e-10,1.22e-12,8.5,0
0.24,0.64,0,-0.4,0.8,2.3750399999999996e-08,-3.5e-13,-2.3352999999999997e-08,-3.963e-10,5.1e-13,8.5,0
0.26,0.64,0,-0.4,0.8,1.0958e-07,1.6600000000000002e-12,-1.093942e-07,-3.9969e-10,4.9e-13,8.5,0
0.28,0.64,0,-0.4,0.8,4.887e-07,-9.8e-13,-4.8854e-07,-3.9341e-10,-4.800000000000001e-13,8.5,0
0.3,0.64,0,-0.4,0.8,1.8061e-06,-7.43e-12,-1.8192e-06,-3.9363e-10,-2e-13,8.5,0
0.32,0.64,0,-0.4,0.8,5.748400000000001e-06,-3.1e-12,-5.710500000000001e-06,-3.9115e-10,8.000000000000001e-14,8.5,0
0.34,0.64,0,-0.4,0.8,1.607e-05,-6.1e-13,-1.5736e-05,-3.9109e-10,-7e-13,8.5,0
0.36,0.64,0,-0.4,0.8,3.831e-05,1.2670000000000002e-11,-3.83e-05,-3.8449e-10,-7.900000000000001e-13,8.5,0
0.38,0.64,0,-0.4,0.8,8.4718e-05,2.6500000000000002e-12,-8.4572e-05,-3.8312e-10,-4e-13,8.5,0
0.4,0.64,0,-0.4,0.8,0.00034306,-1.163e-11,-0.00034244,-7.3786e-10,-3.1000000000000004e-13,8.5,0
0.42,0.64,0,-0.4,0.8,0.00043742,3.2000000000000005e-13,-0.00043674,-8.1308e-10,2.5e-13,8.5,0
0.44,0.64,0,-0.4,0.8,0.00059606,-1.804e-11,-0.00059632,-8.2002e-10,1.8900000000000002e-12,8.5,0
0.46,0.64,0,-0.4,0.8,0.0008874,-4.06e-12,-0.00088808,-4.5009000000000005e-10,1.4e-13,8.5,0
0.48,0.64,0,-0.4,0.8,0.00124,1.5320000000000002e-11,-0.0012378,-6.5235e-10,-4.3000000000000004e-13,8.5,0
0.5,0.64,0,-0.4,0.8,0.0016172,-6.000000000000002e-13,-0.0016124,-8.219e-10,4e-13,8.5,0
0.52,0.64,0,-0.4,0.8,0.002118,1.109e-11,-0.0021148,-9.7961e-10,8e-13,8.5,0
0.54,0.64,0,-0.4,0.8,0.0033116,3.04e-11,-0.0033142,-6.174500000000001e-10,1.8000000000000004e-13,8.5,0
0.56,0.64,0,-0.4,0.8,0.0037824,5.7010000000000005e-11,-0.0037758,-6.729400000000001e-10,-3.900000000000001e-13,8.5,0
0.58,0.64,0,-0.4,0.8,0.0042828,7.008e-11,-0.00427,-7.4832e-10,1.7100000000000002e-12,8.5,0
0.6,0.64,0,-0.4,0.8,0.0047952,7.24e-11,-0.0048322,-8.6037e-10,1.6300000000000001e-12,8.5,0
0.62,0.64,0,-0.4,0.8,0.00539,1.1182e-10,-0.00541,-1.03988e-09,-3.690000000000001e-12,8.5,0
0.64,0.64,0,-0.4,0.8,0.0060564,1.4649e-10,-0.0060318,-1.2694e-09,5.89e-12,8.5,0
0.66,0.64,0,-0.4,0.8,0.0067254,1.4346e-10,-0.00679,-1.59e-09,6.3e-12,8.5,0
0.68,0.64,0,-0.4,0.8,0.0074912,1.8478e-10,-0.007568,-1.9716e-09,6.840000000000001e-12,8.5,0
0.7,0.64,0,-0.4,0.8,0.0083938,2.222e-10,-0.008397,-2.2794e-09,-3.05e-12,8.5,0
0.72,0.64,0,-0.4,0.8,0.0093622,2.5798e-10,-0.0093024,-2.5385e-09,-4.06e-12,8.5,0
0.74,0.64,0,-0.4,0.8,0.010333,2.7697000000000003e-10,-0.0103164,-2.623e-09,-6.200000000000001e-13,8.5,0
0.76,0.64,0,-0.4,0.8,0.0114128,3.0147000000000005e-10,-0.0114032,-2.5285e-09,-1.04e-12,8.5,0
0.78,0.64,0,-0.4,0.8,0.012626,3.3533e-10,-0.012496,-2.2833e-09,-9.700000000000001e-13,8.5,0
0.8,0.64,0,-0.4,0.8,0.0138,3.6106e-10,-0.013714,-1.9935e-09,7.55e-12,8.5,0
0.0,0.66,0,-0.4,0.8,4.9456e-10,-1.943e-11,4.100000000000001e-12,-4.7007e-10,5.300000000000002e-13,8.5,0
0.02,0.66,0,-0.4,0.8,4.8881e-10,-3.275e-11,7e-13,-4.5898000000000005e-10,6.900000000000001e-13,8.5,0
0.04,0.66,0,-0.4,0.8,4.7782e-10,-3.744e-11,-8e-13,-4.6571e-10,7e-13,8.5,0
0.06,0.66,0,-0.4,0.8,4.8104e-10,-3.1050000000000005e-11,-8.16e-12,-4.5625000000000005e-10,7.400000000000001e-13,8.5,0
0.08,0.66,0,-0.4,0.8,4.6823e-10,-3.004e-11,-8.34e-12,-4.5456e-10,3.900000000000001e-13,8.5,0
0.1,0.66,0,-0.4,0.8,4.7289e-10,-1.779e-11,-1.017e-11,-4.5815e-10,-5.2e-13,8.5,0
0.12,0.66,0,-0.4,0.8,4.5984e-10,-1.015e-11,-1.32e-12,-4.5194e-10,-6.700000000000002e-13,8.5,0
0.14,0.66,0,-0.4,0.8,4.690300000000001e-10,-6.170000000000001e-12,-9.67e-12,-4.4984e-10,-6.3e-13,8.5,0
0.16,0.66,0,-0.4,0.8,4.983400000000001e-10,-1e-12,-3.7280000000000006e-11,-4.4655e-10,-1.7e-13,8.5,0
0.18,0.66,0,-0.4,0.8,6.828400000000001e-10,-8.22e-12,-2.335e-10,-4.4374e-10,-5.6e-13,8.5,0
0.2,0.66,0,-0.4,0.8,1.6556e-09,-1e-13,-1.189e-09,-4.4033e-10,-8.100000000000001e-13,8.5,0
0.22,0.66,0,-0.4,0.8,6.3682e-09,5.410000000000001e-12,-5.942e-09,-4.4090000000000005e-10,-7e-13,8.5,0
0.24,0.66,0,-0.4,0.8,2.8890799999999996e-08,-7.63e-12,-2.83402e-08,-4.3536e-10,-7.5e-13,8.5,0
0.26,0.66,0,-0.4,0.8,1.332e-07,-1.235e-11,-1.3162e-07,-4.3717000000000005e-10,1.7e-13,8.5,0
0.28,0.66,0,-0.4,0.8,5.736399999999999e-07,4.07e-12,-5.7326e-07,-4.3664000000000006e-10,-5e-14,8.5,0
0.3,0.66,0,-0.4,0.8,2.0970000000000004e-06,4.17e-12,-2.0848000000000004e-06,-4.3277000000000005e-10,-4.3000000000000004e-13,8.5,0
0.32,0.66,0,-0.4,0.8,6.318200000000001e-06,6.740000000000001e-12,-6.4026e-06,-4.2828000000000005e-10,-1.6000000000000005e-13,8.5,0
0.34,0.66,0,-0.4,0.8,1.7104e-05,1.29e-11,-1.7038000000000002e-05,-4.2303e-10,5.9e-13,8.5,0
0.36,0.66,0,-0.4,0.8,4.114400000000001e-05,9.17e-12,-4.1442e-05,-4.2714e-10,-1.12e-12,8.5,0
0.38,0.66,0,-0.4,0.8,9.067e-05,1.315e-11,-9.0444e-05,-4.2014e-10,-6.000000000000002e-13,8.5,0
0.4,0.66,0,-0.4,0.8,0.00036126,-1.733e-11,-0.00036062,-8.502200000000001e-10,2.300000000000001e-13,8.5,0
0.42,0.66,0,-0.4,0.8,0.00045628,-9.45e-12,-0.00045714,-9.5607e-10,-2.0000000000000003e-14,8.5,0
0.44,0.66,0,-0.4,0.8,0.00062602,-1.11e-11,-0.00062466,-9.803e-10,9.100000000000002e-13,8.5,0
0.46,0.66,0,-0.4,0.8,0.00093282,-8.180000000000003e-12,-0.00093404,-5.410700000000001e-10,7.5e-13,8.5,0
0.48,0.66,0,-0.4,0.8,0.0012738,1.604e-11,-0.0012704,-8.5578e-10,-8.000000000000001e-14,8.5,0
0.5,0.66,0,-0.4,0.8,0.0016644,2.7870000000000003e-11,-0.0016632,-1.1814e-09,2.31e-12,8.5,0
0.52,0.66,0,-0.4,0.8,0.0021544,-1.5000000000000004e-13,-0.0021576,-1.4893e-09,1.7100000000000002e-12,8.5,0
0.54,0.66,0,-0.4,0.8,0.0033968,3.8220000000000005e-11,-0.0034024,-7.193200000000001e-10,7.400000000000001e-13,8.5,0
0.56,0.66,0,-0.4,0.8,0.0038624,5.1950000000000005e-11,-0.0038608,-8.03e-10,-4e-13,8.5,0
0.58,0.66,0,-0.4,0.8,0.0043548,7.388e-11,-0.00435,-9.2747e-10,2.300000000000001e-13,8.5,0
0.6,0.66,0,-0.4,0.8,0.0048814,8.483e-11,-0.0048878,-1.1240400000000002e-09,3.2600000000000002e-12,8.5,0
0.62,0.66,0,-0.4,0.8,0.005451,1.0031e-10,-0.005473,-1.4315e-09,-4e-12,8.5,0
0.64,0.66,0,-0.4,0.8,0.0061048,1.4314e-10,-0.006076,-1.8773e-09,5.300000000000002e-13,8.5,0
0.66,0.66,0,-0.4,0.8,0.0067832,1.6099e-10,-0.0067882,-2.4744e-09,5.64e-12,8.5,0
0.68,0.66,0,-0.4,0.8,0.0075396,1.8371e-10,-0.0075766,-3.1524e-09,6.36e-12,8.5,0
0.7,0.66,0,-0.4,0.8,0.0083494,2.282e-10,-0.0084092,-3.861e-09,2.09e-12,8.5,0
0.72,0.66,0,-0.4,0.8,0.0093236,2.6736000000000005e-10,-0.009341,-4.4549e-09,-1.4300000000000002e-12,8.5,0
0.74,0.66,0,-0.4,0.8,0.0103326,3.0056000000000005e-10,-0.010327,-4.6609e-09,2.0000000000000003e-14,8.5,0
0.76,0.66,0,-0.4,0.8,0.0114012,3.2054e-10,-0.0114044,-4.5804e-09,-1.4800000000000004e-12,8.5,0
0.78,0.66,0,-0.4,0.8,0.012584,3.6177e-10,-0.012502,-4.2187e-09,-4.47e-12,8.5,0
0.8,0.66,0,-0.4,0.8,0.01378,3.9212e-10,-0.013668,-3.6651e-09,-5.7e-13,8.5,0
0.0,0.68,0,-0.4,0.8,5.4111e-10,-1.6780000000000002e-11,5.24e-12,-5.1188e-10,2.4000000000000004e-13,8.5,0
0.02,0.68,0,-0.4,0.8,5.2549e-10,-3.623e-11,3.97e-12,-5.065000000000001e-10,9.000000000000001e-13,8.5,0
0.04,0.68,0,-0.4,0.8,5.2427e-10,-3.288e-11,3.15e-12,-5.0577e-10,8.300000000000001e-13,8.5,0
0.06,0.68,0,-0.4,0.8,5.1884e-10,-3.7390000000000006e-11,-4.3000000000000004e-13,-5.0375e-10,1.0600000000000001e-12,8.5,0
0.08,0.68,0,-0.4,0.8,5.133700000000001e-10,-3.0940000000000005e-11,-7.73e-12,-4.945800000000001e-10,9.4e-13,8.5,0
0.1,0.68,0,-0.4,0.8,5.098400000000001e-10,-3.096e-11,-7.27e-12,-4.911200000000001e-10,2.1000000000000001e-13,8.5,0
0.12,0.68,0,-0.4,0.8,5.079700000000001e-10,-1.832e-11,-9.12e-12,-4.9936e-10,0.0,8.5,0
0.14,0.68,0,-0.4,0.8,5.089700000000001e-10,-1.219e-11,-9.800000000000001e-12,-4.832400000000001e-10,-5.800000000000002e-13,8.5,0
0.16,0.68,0,-0.4,0.8,5.5083e-10,-9.39e-12,-5.073e-11,-4.873500000000001e-10,-2.1000000000000001e-13,8.5,0
0.18,0.68,0,-0.4,0.8,7.5389e-10,-7.9e-12,-2.6049e-10,-4.8263e-10,4.1e-13,8.5,0
0.2,0.68,0,-0.4,0.8,1.859e-09,-2.1590000000000003e-11,-1.3926e-09,-4.800700000000001e-10,-7.400000000000001e-13,8.5,0
0.22,0.68,0,-0.4,0.8,7.1725e-09,-4.58e-12,-6.7292e-09,-4.7619e-10,9.600000000000002e-13,8.5,0
0.24,0.68,0,-0.4,0.8,3.38722e-08,7.92e-12,-3.17454e-08,-4.7035e-10,1.0100000000000001e-12,8.5,0
0.26,0.68,0,-0.4,0.8,1.5096e-07,-4.11e-12,-1.5264e-07,-4.7572e-10,6.8e-13,8.5,0
0.28,0.68,0,-0.4,0.8,6.4776e-07,-1.841e-11,-6.7866e-07,-4.691600000000001e-10,5.7e-13,8.5,0
0.3,0.68,0,-0.4,0.8,2.3127000000000003e-06,6.750000000000001e-12,-2.2823e-06,-4.6825e-10,-4.3000000000000004e-13,8.5,0
0.32,0.68,0,-0.4,0.8,6.922100000000001e-06,4.700000000000001e-12,-6.918100000000001e-06,-4.675200000000001e-10,-1.8000000000000004e-13,8.5,0
0.34,0.68,0,-0.4,0.8,1.8536e-05,8.53e-12,-1.8464e-05,-4.6325e-10,-1.1000000000000001e-13,8.5,0
0.36,0.68,0,-0.4,0.8,4.4262e-05,1.7690000000000002e-11,-4.422200000000001e-05,-4.5672000000000005e-10,-1.4e-12,8.5,0
0.38,0.68,0,-0.4,0.8,9.6696e-05,1.1660000000000002e-11,-9.631200000000002e-05,-4.5590000000000005e-10,-6.3e-13,8.5,0
0.4,0.68,0,-0.4,0.8,0.00038024,-2.313e-11,-0.00038044,-9.9589e-10,6.1e-13,8.5,0
0.42,0.68,0,-0.4,0.8,0.00047894,-9.36e-12,-0.00047832,-1.13323e-09,1.3e-13,8.5,0
