GateV,DrainV,VssV,BodyV,VddV,DrainI,GateI,VssI,BodyI,VddI,TempK,GNDV
0.78,0.0,0,-0.3,0.8,-1.14634e-09,4.709100000000001e-10,6.9989e-10,-5.2e-13,-4.3000000000000004e-13,8.5,0
0.8,0.0,0,-0.3,0.8,-1.14634e-09,5.491e-10,6.1174e-10,-1.7e-13,3.800000000000001e-13,8.5,0
0.0,0.02,0,-0.3,0.8,-1.4400000000000001e-12,-6.540000000000001e-12,-8.04e-12,-9.8e-13,-1.5000000000000004e-13,8.5,0
0.02,0.02,0,-0.3,0.8,1.22e-12,2.92e-12,-7.31e-12,-9.4e-13,-5.7e-13,8.5,0
0.04,0.02,0,-0.3,0.8,-1.83e-12,1.1650000000000001e-11,-3.2000000000000005e-13,-9.100000000000002e-13,-1.41e-12,8.5,0
0.06,0.02,0,-0.3,0.8,2.2200000000000002e-12,1.172e-11,-8.7e-13,-1.0600000000000001e-12,-1.07e-12,8.5,0
0.08,0.02,0,-0.3,0.8,-2.1000000000000001e-13,1.4300000000000002e-11,6.940000000000001e-12,-1.2900000000000002e-12,-6.000000000000001e-14,8.5,0
0.1,0.02,0,-0.3,0.8,9.8e-13,3.91e-12,1.9400000000000002e-12,-9.8e-13,8.000000000000001e-14,8.5,0
0.12,0.02,0,-0.3,0.8,1.3800000000000002e-12,6.070000000000001e-12,-6.000000000000001e-14,-6.3e-13,2.6e-13,8.5,0
0.14,0.02,0,-0.3,0.8,1.6000000000000005e-13,-5e-14,-5.820000000000001e-12,-7.400000000000001e-13,1.0000000000000002e-14,8.5,0
0.16,0.02,0,-0.3,0.8,1.8000000000000002e-12,8.52e-12,-3.67e-12,-1.04e-12,-3.600000000000001e-13,8.5,0
0.18,0.02,0,-0.3,0.8,-4.2000000000000003e-13,1.043e-11,-3.4100000000000002e-12,-1.36e-12,-5.6e-13,8.5,0
0.2,0.02,0,-0.3,0.8,5.07e-12,1.916e-11,-1.95e-12,-1.23e-12,-6.6e-13,8.5,0
0.22,0.02,0,-0.3,0.8,2.069e-11,1.3890000000000002e-11,-1.559e-11,-6.700000000000002e-13,-8e-13,8.5,0
0.24,0.02,0,-0.3,0.8,1.3694000000000002e-10,1.652e-11,-1.3195000000000002e-10,-2.7e-13,-1.2000000000000002e-13,8.5,0
0.26,0.02,0,-0.3,0.8,8.4544e-10,7.970000000000001e-12,-7.939200000000001e-10,-1.5000000000000004e-13,1.5000000000000004e-13,8.5,0
0.28,0.02,0,-0.3,0.8,4.2386e-09,1.1360000000000002e-11,-4.3402e-09,-2.5e-13,4.2000000000000003e-13,8.5,0
0.3,0.02,0,-0.3,0.8,1.91024e-08,3.2900000000000007e-12,-2.01718e-08,-7e-14,6.400000000000001e-13,8.5,0
0.32,0.02,0,-0.3,0.8,7.078739999999999e-08,1.61e-11,-7.08734e-08,-5e-14,9.700000000000001e-13,8.5,0
0.34,0.02,0,-0.3,0.8,2.5236e-07,3.790000000000001e-12,-2.5278e-07,-1.14e-12,8.2e-13,8.5,0
0.36,0.02,0,-0.3,0.8,8.3532e-07,-1.432e-11,-8.3624e-07,-5.7e-13,9.700000000000001e-13,8.5,0
0.38,0.02,0,-0.3,0.8,2.5078000000000004e-06,1.029e-11,-2.4794000000000004e-06,-1.07e-12,3.000000000000001e-13,8.5,0
0.4,0.02,0,-0.3,0.8,6.33e-06,9.78e-12,-6.384000000000001e-06,-2.5e-13,-5e-14,8.5,0
0.42,0.02,0,-0.3,0.8,1.4514e-05,1.4920000000000002e-11,-1.448e-05,-9.700000000000001e-13,7e-14,8.5,0
0.44,0.02,0,-0.3,0.8,3.0074e-05,2.7140000000000003e-11,-3.0182e-05,-1.1600000000000001e-12,-6.6e-13,8.5,0
0.46,0.02,0,-0.3,0.8,5.7596e-05,2.641e-11,-5.7832000000000005e-05,-7.400000000000001e-13,-4.4000000000000004e-13,8.5,0
0.48,0.02,0,-0.3,0.8,0.000101424,1.3780000000000001e-11,-0.000101164,-8.400000000000001e-13,8e-13,8.5,0
0.5,0.02,0,-0.3,0.8,0.00016364,1.072e-11,-0.0001624,-5.4e-13,-4e-13,8.5,0
0.52,0.02,0,-0.3,0.8,0.00024346,4.3790000000000005e-11,-0.00024324,-7.900000000000001e-13,-8.300000000000001e-13,8.5,0
0.54,0.02,0,-0.3,0.8,0.0003381,4.5330000000000007e-11,-0.00033708,-7.400000000000001e-13,2.0000000000000003e-14,8.5,0
0.56,0.02,0,-0.3,0.8,0.00044116,4.4120000000000005e-11,-0.00044066,-7.100000000000001e-13,7e-14,8.5,0
0.58,0.02,0,-0.3,0.8,0.00054854,7.440000000000001e-11,-0.00054806,-1.4400000000000001e-12,-4.800000000000001e-13,8.5,0
0.6,0.02,0,-0.3,0.8,0.00065542,8.975000000000001e-11,-0.00065446,-4.600000000000002e-13,-2.300000000000001e-13,8.5,0
0.62,0.02,0,-0.3,0.8,0.00075926,8.861e-11,-0.00075834,-1.9000000000000002e-13,7.100000000000001e-13,8.5,0
0.64,0.02,0,-0.3,0.8,0.00085474,1.0649e-10,-0.00085494,-1.9000000000000002e-13,9.000000000000001e-13,8.5,0
0.66,0.02,0,-0.3,0.8,0.00094412,1.4557000000000002e-10,-0.00094398,-3.5e-13,-7.400000000000001e-13,8.5,0
0.68,0.02,0,-0.3,0.8,0.0010274,1.9462e-10,-0.00102432,-1.14e-12,-1.2500000000000001e-12,8.5,0
0.7,0.02,0,-0.3,0.8,0.00110028,2.1513e-10,-0.00109844,-8.100000000000001e-13,-7e-14,8.5,0
0.72,0.02,0,-0.3,0.8,0.0011662,2.653e-10,-0.0011664,-5.6e-13,-8.100000000000001e-13,8.5,0
0.74,0.02,0,-0.3,0.8,0.001227,3.0396e-10,-0.001224,-5.500000000000001e-13,-2.2000000000000002e-13,8.5,0
0.76,0.02,0,-0.3,0.8,0.0012792,3.5007e-10,-0.0012784,-7e-13,1.7e-13,8.5,0
0.78,0.02,0,-0.3,0.8,0.0013298,4.2096e-10,-0.001327,-1.5800000000000001e-12,-4.1e-13,8.5,0
0.8,0.02,0,-0.3,0.8,0.0013728,5.043e-10,-0.0013702,-5.4e-13,2.6e-13,8.5,0
0.0,0.04,0,-0.3,0.8,-1.09e-12,-1.231e-11,-3.3e-13,-9.5e-13,-7e-14,8.5,0
0.02,0.04,0,-0.3,0.8,2.77e-12,1.41e-12,-3.66e-12,-7.800000000000002e-13,1.6000000000000005e-13,8.5,0
0.04,0.04,0,-0.3,0.8,-3.600000000000001e-13,-5.660000000000001e-12,-5.63e-12,-6.500000000000002e-13,3.600000000000001e-13,8.5,0
0.06,0.04,0,-0.3,0.8,2.08e-12,4.1e-13,-9.090000000000001e-12,-4.800000000000001e-13,-2.6e-13,8.5,0
0.08,0.04,0,-0.3,0.8,2.6e-13,5.43e-12,-6.030000000000001e-12,-9.700000000000001e-13,-8.300000000000001e-13,8.5,0
0.1,0.04,0,-0.3,0.8,2.31e-12,1.211e-11,-2.87e-12,-1.51e-12,-8.300000000000001e-13,8.5,0
0.12,0.04,0,-0.3,0.8,-1.6700000000000004e-12,1.7820000000000003e-11,5.19e-12,-1.27e-12,-9.600000000000002e-13,8.5,0
0.14,0.04,0,-0.3,0.8,1.23e-12,1.133e-11,8.76e-12,-9.600000000000002e-13,-1.03e-12,8.5,0
0.16,0.04,0,-0.3,0.8,6.8e-13,1.4560000000000003e-11,8.570000000000001e-12,-4.4000000000000004e-13,-1.5000000000000004e-13,8.5,0
0.18,0.04,0,-0.3,0.8,1.5e-12,3.05e-12,1.55e-12,-4.0000000000000006e-14,-3.000000000000001e-13,8.5,0
0.2,0.04,0,-0.3,0.8,7.180000000000001e-12,7.470000000000003e-12,-2.4500000000000007e-12,-1.23e-12,6.000000000000001e-14,8.5,0
0.22,0.04,0,-0.3,0.8,3.365e-11,4.26e-12,-3.6150000000000006e-11,-1.6600000000000002e-12,-1.3e-13,8.5,0
0.24,0.04,0,-0.3,0.8,2.0737e-10,1.2270000000000002e-11,-2.1016000000000003e-10,-1.7600000000000002e-12,-6.1e-13,8.5,0
0.26,0.04,0,-0.3,0.8,1.2478e-09,-9.14e-12,-1.2463e-09,-6.200000000000001e-13,-1.03e-12,8.5,0
0.28,0.04,0,-0.3,0.8,7.2104e-09,2.0770000000000003e-11,-7.1423e-09,-6.6e-13,1.46e-12,8.5,0
0.3,0.04,0,-0.3,0.8,3.38798e-08,1.69e-11,-3.3741e-08,-8.400000000000001e-13,3.600000000000001e-13,8.5,0
0.32,0.04,0,-0.3,0.8,1.406e-07,-2.29e-12,-1.4086e-07,-9.5e-13,5.9e-13,8.5,0
0.34,0.04,0,-0.3,0.8,4.2468e-07,-1.0500000000000002e-12,-4.4594e-07,-4.4000000000000004e-13,3.0000000000000005e-14,8.5,0
0.36,0.04,0,-0.3,0.8,1.3871000000000002e-06,1.394e-11,-1.3854e-06,-1.7100000000000002e-12,-8.2e-13,8.5,0
0.38,0.04,0,-0.3,0.8,4.0018e-06,1.73e-11,-4.0508e-06,-6.8e-13,-1.0600000000000001e-12,8.5,0
0.4,0.04,0,-0.3,0.8,1.03436e-05,1.026e-11,-1.0395100000000001e-05,-1.7000000000000002e-12,-6.900000000000001e-13,8.5,0
0.42,0.04,0,-0.3,0.8,2.4092e-05,1.652e-11,-2.3892e-05,-5.1e-13,3.900000000000001e-13,8.5,0
0.44,0.04,0,-0.3,0.8,5.0318e-05,2.282e-11,-5.0082e-05,-2.300000000000001e-13,-7.600000000000002e-13,8.5,0
0.46,0.04,0,-0.3,0.8,9.7158e-05,1.861e-11,-9.7194e-05,-1.09e-12,-2.1000000000000001e-13,8.5,0
0.48,0.04,0,-0.3,0.8,0.00017156,1.544e-11,-0.00017158,-1.27e-12,-6.200000000000001e-13,8.5,0
0.5,0.04,0,-0.3,0.8,0.0002807,3.2650000000000005e-11,-0.00028002,-4.7e-13,4.3000000000000004e-13,8.5,0
0.52,0.04,0,-0.3,0.8,0.00042458,1.553e-11,-0.00042454,2.2000000000000002e-13,6.6e-13,8.5,0
0.54,0.04,0,-0.3,0.8,0.0005968,3.023e-11,-0.00059544,-8.300000000000001e-13,2e-13,8.5,0
0.56,0.04,0,-0.3,0.8,0.0007916,5.987000000000001e-11,-0.00079128,-8.800000000000002e-13,-1.22e-12,8.5,0
0.58,0.04,0,-0.3,0.8,0.00099906,7.506000000000001e-11,-0.00099776,-1.4400000000000001e-12,-8.2e-13,8.5,0
0.6,0.04,0,-0.3,0.8,0.0012078,6.153e-11,-0.0012082,-6.400000000000001e-13,3.800000000000001e-13,8.5,0
0.62,0.04,0,-0.3,0.8,0.0014144,9.514e-11,-0.0014142,-7.900000000000001e-13,-5.6e-13,8.5,0
0.64,0.04,0,-0.3,0.8,0.001612,1.1267e-10,-0.0016114,-5.2e-13,0.0,8.5,0
0.66,0.04,0,-0.3,0.8,0.0017962,1.2629e-10,-0.001794,-5.4e-13,5.500000000000001e-13,8.5,0
0.68,0.04,0,-0.3,0.8,0.0019644,1.5297000000000002e-10,-0.0019642,-6.8e-13,4.0000000000000006e-14,8.5,0
0.7,0.04,0,-0.3,0.8,0.0021188,2.0746000000000003e-10,-0.0021164,-1.6e-12,-1.0100000000000001e-12,8.5,0
0.72,0.04,0,-0.3,0.8,0.0022586,2.3154e-10,-0.002256,-3.5e-13,1.7e-13,8.5,0
0.74,0.04,0,-0.3,0.8,0.0023844,2.5477000000000004e-10,-0.0023848,-5.800000000000002e-13,1.26e-12,8.5,0
0.76,0.04,0,-0.3,0.8,0.002496,3.1155e-10,-0.0024994,-2.7e-13,9.4e-13,8.5,0
0.78,0.04,0,-0.3,0.8,0.0025998,3.8661e-10,-0.0026024,-8.100000000000001e-13,-1.5200000000000002e-12,8.5,0
0.8,0.04,0,-0.3,0.8,0.0026954,4.69e-10,-0.0026892,-6.3e-13,-1.18e-12,8.5,0
0.0,0.06,0,-0.3,0.8,1.4300000000000002e-12,1.878e-11,-5.09e-12,-1.4700000000000002e-12,-8.100000000000001e-13,8.5,0
0.02,0.06,0,-0.3,0.8,2.1700000000000002e-12,1.211e-11,-1.9700000000000003e-12,-1.4800000000000004e-12,-1.27e-12,8.5,0
0.04,0.06,0,-0.3,0.8,-7.600000000000002e-13,1.09e-11,1.5800000000000001e-12,-1.69e-12,-1.18e-12,8.5,0
0.06,0.06,0,-0.3,0.8,2.67e-12,1.281e-11,3.9300000000000004e-12,-1.2400000000000002e-12,-4.500000000000001e-13,8.5,0
0.08,0.06,0,-0.3,0.8,-2.0000000000000003e-14,4.100000000000001e-12,1.27e-12,-9.4e-13,-5e-13,8.5,0
0.1,0.06,0,-0.3,0.8,2.4800000000000003e-12,7.25e-12,-2.6600000000000004e-12,-5.7e-13,-2.2000000000000002e-13,8.5,0
0.12,0.06,0,-0.3,0.8,2.900000000000001e-13,1.022e-11,-8.400000000000001e-13,-1.69e-12,-8.400000000000001e-13,8.5,0
0.14,0.06,0,-0.3,0.8,2.5500000000000002e-12,1.2870000000000002e-11,-3.15e-12,-2.08e-12,-3.5e-13,8.5,0
0.16,0.06,0,-0.3,0.8,-9.600000000000002e-13,1.826e-11,3.3900000000000007e-12,-1.85e-12,-6.1e-13,8.5,0
0.18,0.06,0,-0.3,0.8,2.75e-12,1.4300000000000002e-11,6e-12,-6.6e-13,-7.400000000000001e-13,8.5,0
0.2,0.06,0,-0.3,0.8,7.780000000000001e-12,1.553e-11,4.41e-12,-2.8e-13,5e-14,8.5,0
0.22,0.06,0,-0.3,0.8,4.698e-11,3.2200000000000004e-12,-3.927e-11,-1.9000000000000002e-13,9e-14,8.5,0
0.24,0.06,0,-0.3,0.8,2.8292000000000004e-10,4.240000000000001e-12,-2.7300000000000004e-10,-9.8e-13,7.200000000000002e-13,8.5,0
0.26,0.06,0,-0.3,0.8,1.7183e-09,-2.5300000000000003e-12,-1.7187999999999999e-09,-6.000000000000002e-13,3.0000000000000005e-14,8.5,0
0.28,0.06,0,-0.3,0.8,9.8029e-09,2.300000000000001e-13,-9.7498e-09,-1.1100000000000001e-12,1e-13,8.5,0
0.3,0.06,0,-0.3,0.8,4.78618e-08,-8.83e-12,-4.78678e-08,-6.400000000000001e-13,1.0000000000000002e-14,8.5,0
0.32,0.06,0,-0.3,0.8,2.0242e-07,2.1660000000000003e-11,-1.9966e-07,-1.1900000000000002e-12,-6.400000000000001e-13,8.5,0
0.34,0.06,0,-0.3,0.8,6.5552e-07,1.4760000000000003e-11,-6.5526e-07,-1.14e-12,-3.000000000000001e-13,8.5,0
0.36,0.06,0,-0.3,0.8,1.965e-06,-1.2270000000000002e-11,-1.9105e-06,-5e-13,1.0600000000000001e-12,8.5,0
0.38,0.06,0,-0.3,0.8,5.1561000000000005e-06,-5.19e-12,-5.1657e-06,-1.51e-12,-3.0000000000000005e-14,8.5,0
0.4,0.06,0,-0.3,0.8,1.3324e-05,-1.37e-12,-1.3404e-05,-4.3000000000000004e-13,4.7e-13,8.5,0
0.42,0.06,0,-0.3,0.8,3.0930000000000004e-05,-4.98e-12,-3.1038e-05,-2.4000000000000004e-13,1.13e-12,8.5,0
0.44,0.06,0,-0.3,0.8,6.5802e-05,8.24e-12,-6.591e-05,-9.8e-13,-5e-13,8.5,0
0.46,0.06,0,-0.3,0.8,0.00012818,3.306e-11,-0.00012772,-1.5700000000000002e-12,3.3e-13,8.5,0
0.48,0.06,0,-0.3,0.8,0.00022794,8.500000000000001e-12,-0.00022742,-4.7e-13,1.7600000000000002e-12,8.5,0
0.5,0.06,0,-0.3,0.8,0.0003723,1.2170000000000002e-11,-0.00037208,-9.5e-13,4.2000000000000003e-13,8.5,0
0.52,0.06,0,-0.3,0.8,0.00056668,3.6770000000000006e-11,-0.0005656,-6.1e-13,-1.5000000000000004e-13,8.5,0
0.54,0.06,0,-0.3,0.8,0.00080296,3.887e-11,-0.0008032,-3.3e-13,-1.3e-13,8.5,0
0.56,0.06,0,-0.3,0.8,0.00107686,4.414e-11,-0.00107588,-1.08e-12,2.900000000000001e-13,8.5,0
0.58,0.06,0,-0.3,0.8,0.0013678,5.651000000000001e-11,-0.0013632,-7.100000000000001e-13,3.7000000000000004e-13,8.5,0
0.6,0.06,0,-0.3,0.8,0.001673,5.309e-11,-0.0016746,-1e-13,1.3500000000000001e-12,8.5,0
0.62,0.06,0,-0.3,0.8,0.001976,7.148000000000001e-11,-0.0019758,-9.200000000000001e-13,3.600000000000001e-13,8.5,0
0.64,0.06,0,-0.3,0.8,0.0022706,1.0957e-10,-0.0022716,-1.45e-12,-6.200000000000001e-13,8.5,0
0.66,0.06,0,-0.3,0.8,0.002551,1.3304e-10,-0.0025484,-1.0100000000000001e-12,-9.100000000000002e-13,8.5,0
0.68,0.06,0,-0.3,0.8,0.0028102,1.4572000000000001e-10,-0.0028076,-1.32e-12,8.9e-13,8.5,0
0.7,0.06,0,-0.3,0.8,0.0030446,1.5755e-10,-0.0030446,-6.000000000000002e-13,5.300000000000002e-13,8.5,0
0.72,0.06,0,-0.3,0.8,0.0032634,2.0362e-10,-0.0032628,-1.1900000000000002e-12,-1.2000000000000002e-13,8.5,0
0.74,0.06,0,-0.3,0.8,0.003463,2.517e-10,-0.0034632,-1.3500000000000001e-12,5e-14,8.5,0
0.76,0.06,0,-0.3,0.8,0.0036426,2.9963000000000003e-10,-0.0036412,-2e-13,1.2000000000000002e-13,8.5,0
0.78,0.06,0,-0.3,0.8,0.0038022,3.4442000000000004e-10,-0.0038046,-5.6e-13,9.3e-13,8.5,0
0.8,0.06,0,-0.3,0.8,0.003948,4.0561e-10,-0.0039502,-3.800000000000001e-13,2.1000000000000001e-13,8.5,0
0.0,0.08,0,-0.3,0.8,-6.900000000000001e-13,-4.22e-12,-6.500000000000002e-13,-2.1000000000000003e-12,-8.000000000000001e-14,8.5,0
0.02,0.08,0,-0.3,0.8,-8.500000000000002e-13,2.9100000000000003e-12,5.3000000000000004e-12,-1.9700000000000003e-12,-2.900000000000001e-13,8.5,0
0.04,0.08,0,-0.3,0.8,1.8900000000000002e-12,6.14e-12,7.040000000000001e-12,-1.27e-12,-2.6e-13,8.5,0
0.06,0.08,0,-0.3,0.8,-3.3e-13,1.4200000000000002e-12,1.2570000000000002e-11,-1.2500000000000001e-12,5.800000000000002e-13,8.5,0
0.08,0.08,0,-0.3,0.8,1.8400000000000002e-12,-4.98e-12,6.09e-12,-7.600000000000002e-13,6.1e-13,8.5,0
0.1,0.08,0,-0.3,0.8,-1.5000000000000004e-13,-8.990000000000003e-12,3.3e-12,-1.26e-12,8.100000000000001e-13,8.5,0
0.12,0.08,0,-0.3,0.8,3.3400000000000007e-12,-1.615e-11,2.7100000000000004e-12,-1.4200000000000002e-12,9.4e-13,8.5,0
0.14,0.08,0,-0.3,0.8,1.8000000000000004e-13,-9.64e-12,-4.62e-12,-1.2400000000000002e-12,8.500000000000002e-13,8.5,0
0.16,0.08,0,-0.3,0.8,5.4e-13,-1.238e-11,-3.7e-12,-1e-12,4.800000000000001e-13,8.5,0
0.18,0.08,0,-0.3,0.8,2.41e-12,-3.72e-12,5.9e-13,-1.08e-12,6.400000000000001e-13,8.5,0
0.2,0.08,0,-0.3,0.8,1.015e-11,-9.74e-12,-9.27e-12,-7.100000000000001e-13,4e-13,8.5,0
0.22,0.08,0,-0.3,0.8,6.731000000000001e-11,-9.29e-12,-6.031000000000001e-11,-8e-13,4.600000000000002e-13,8.5,0
0.24,0.08,0,-0.3,0.8,3.7245e-10,-1.522e-11,-3.7968e-10,-7.700000000000001e-13,1.0100000000000001e-12,8.5,0
0.26,0.08,0,-0.3,0.8,2.2666e-09,-1.284e-11,-2.2619e-09,-1.09e-12,-2.0000000000000003e-14,8.5,0
0.28,0.08,0,-0.3,0.8,1.2941399999999998e-08,-8.74e-12,-1.2660599999999998e-08,-1.37e-12,-6.000000000000002e-13,8.5,0
0.3,0.08,0,-0.3,0.8,6.277399999999999e-08,3.6000000000000004e-12,-6.34284e-08,-1.07e-12,1.3e-13,8.5,0
0.32,0.08,0,-0.3,0.8,2.6024e-07,2.2200000000000002e-12,-2.6182e-07,-4.3000000000000004e-13,1.2000000000000002e-13,8.5,0
0.34,0.08,0,-0.3,0.8,8.3198e-07,2.4000000000000004e-13,-8.3244e-07,-1.0600000000000001e-12,7e-14,8.5,0
0.36,0.08,0,-0.3,0.8,2.4011e-06,1.337e-11,-2.4198e-06,-1.8200000000000003e-12,-9.200000000000001e-13,8.5,0
0.38,0.08,0,-0.3,0.8,6.442200000000001e-06,1.88e-11,-6.473800000000001e-06,-1.6e-12,-7.5e-13,8.5,0
0.4,0.08,0,-0.3,0.8,1.6278e-05,1.6940000000000002e-11,-1.6302e-05,-7.800000000000002e-13,4.2000000000000003e-13,8.5,0
0.42,0.08,0,-0.3,0.8,3.7882e-05,1.098e-11,-3.777e-05,-9.8e-13,-2.1000000000000001e-13,8.5,0
0.44,0.08,0,-0.3,0.8,7.9906e-05,1.588e-11,-8.0346e-05,-9.5e-13,-4.4000000000000004e-13,8.5,0
0.46,0.08,0,-0.3,0.8,0.00015488,7.470000000000003e-12,-0.0001548,-1.9e-12,-2.2000000000000002e-13,8.5,0
0.48,0.08,0,-0.3,0.8,0.00027444,2.184e-11,-0.0002744,-1.3900000000000001e-12,-7.3e-13,8.5,0
0.5,0.08,0,-0.3,0.8,0.00044822,3.616e-11,-0.00044776,-1.79e-12,-6.8e-13,8.5,0
0.52,0.08,0,-0.3,0.8,0.00067972,2.2570000000000003e-11,-0.00067842,-9.100000000000002e-13,7.400000000000001e-13,8.5,0
0.54,0.08,0,-0.3,0.8,0.00096492,1.664e-11,-0.0009646,-5.300000000000002e-13,1.7500000000000002e-12,8.5,0
0.56,0.08,0,-0.3,0.8,0.001298,5.4060000000000005e-11,-0.0012988,-1.17e-12,-1.1000000000000002e-12,8.5,0
0.58,0.08,0,-0.3,0.8,0.0016658,5.841000000000001e-11,-0.001664,-1.3500000000000001e-12,-1.0000000000000002e-14,8.5,0
0.6,0.08,0,-0.3,0.8,0.0020484,5.5040000000000005e-11,-0.0020478,-9.600000000000002e-13,6.200000000000001e-13,8.5,0
0.62,0.08,0,-0.3,0.8,0.0024344,7.692e-11,-0.0024348,-1.2000000000000001e-12,1.0000000000000002e-14,8.5,0
0.28,0.22,0,-0.3,0.8,3.3334e-07,8.62e-12,-3.3092e-07,-1.272e-11,-5.800000000000002e-13,100.0,0
0.3,0.22,0,-0.3,0.8,9.8888e-07,1.188e-11,-9.900399999999999e-07,-1.154e-11,-3.000000000000001e-13,100.0,0
0.32,0.22,0,-0.3,0.8,2.7882000000000003e-06,-1.4920000000000002e-11,-2.7565e-06,-1.132e-11,9.3e-13,100.0,0
0.34,0.22,0,-0.3,0.8,7.011600000000001e-06,-8.26e-12,-7.030600000000001e-06,-1.1460000000000002e-11,8.800000000000002e-13,100.0,0
0.36,0.22,0,-0.3,0.8,1.694e-05,1.21e-12,-1.6862000000000002e-05,-1.1870000000000002e-11,1.6000000000000005e-13,100.0,0
0.38,0.22,0,-0.3,0.8,3.7316e-05,-1.8000000000000004e-13,-3.7352e-05,-1.09e-11,4.0000000000000006e-14,100.0,0
0.4,0.22,0,-0.3,0.8,7.7972e-05,9.910000000000001e-12,-7.7444e-05,-1.243e-11,-3.3e-13,100.0,0
0.42,0.22,0,-0.3,0.8,0.00014878,2.298e-11,-0.00014876,-1.119e-11,3.800000000000001e-13,100.0,0
0.44,0.22,0,-0.3,0.8,0.0002656,5.63e-12,-0.000265,-1.078e-11,9.200000000000001e-13,100.0,0
0.46,0.22,0,-0.3,0.8,0.00044118,-6.290000000000001e-12,-0.0004403,-1.058e-11,1.5600000000000002e-12,100.0,0
0.48,0.22,0,-0.3,0.8,0.00068334,3.9e-12,-0.00068302,-9.700000000000001e-12,1.8000000000000004e-13,100.0,0
0.5,0.22,0,-0.3,0.8,0.00100078,3.405e-11,-0.00099838,-1.069e-11,-8.500000000000002e-13,100.0,0
0.52,0.22,0,-0.3,0.8,0.0013904,9.84e-12,-0.0013888,-1.046e-11,9.200000000000001e-13,100.0,0
0.54,0.22,0,-0.3,0.8,0.0018448,2.3300000000000003e-11,-0.0018446,-1.062e-11,9e-14,100.0,0
0.56,0.22,0,-0.3,0.8,0.0023652,3.705e-11,-0.0023642,-9.54e-12,5e-14,100.0,0
0.58,0.22,0,-0.3,0.8,0.0029322,3.386e-11,-0.0029302,-8.700000000000001e-12,2e-13,100.0,0
0.6,0.22,0,-0.3,0.8,0.0035426,3.6950000000000006e-11,-0.0035396,-8.25e-12,6.700000000000002e-13,100.0,0
0.62,0.22,0,-0.3,0.8,0.0041756,6.237e-11,-0.0041742,-9.17e-12,-5.7e-13,100.0,0
0.64,0.22,0,-0.3,0.8,0.0048244,8.891e-11,-0.0048264,-8.31e-12,-1.09e-12,100.0,0
0.66,0.22,0,-0.3,0.8,0.005478,9.517e-11,-0.0054764,-8.63e-12,9e-14,100.0,0
0.68,0.22,0,-0.3,0.8,0.0061196,8.45e-11,-0.0061208,-7.690000000000001e-12,8.400000000000001e-13,100.0,0
0.7,0.22,0,-0.3,0.8,0.006744,1.1128e-10,-0.006742,-7.54e-12,5.7e-13,100.0,0
0.72,0.22,0,-0.3,0.8,0.0073382,1.4195e-10,-0.0073384,-7.180000000000001e-12,1.4e-13,100.0,0
0.74,0.22,0,-0.3,0.8,0.0079016,1.683e-10,-0.0079024,-6.470000000000001e-12,-2.300000000000001e-13,100.0,0
0.76,0.22,0,-0.3,0.8,0.0084234,1.9568e-10,-0.0084232,-6.66e-12,1.6000000000000005e-13,100.0,0
0.78,0.22,0,-0.3,0.8,0.0089058,2.3312e-10,-0.0089042,-6.830000000000001e-12,-3.2000000000000005e-13,100.0,0
0.8,0.22,0,-0.3,0.8,0.0093448,2.9533e-10,-0.0093418,-7.44e-12,-1.0500000000000002e-12,100.0,0
0.0,0.24,0,-0.3,0.8,1.95e-11,-4.82e-12,-1.98e-12,-1.6050000000000002e-11,5.4e-13,100.0,0
0.02,0.24,0,-0.3,0.8,1.741e-11,-3.25e-12,-4.350000000000001e-12,-1.5890000000000003e-11,-1.0000000000000002e-14,100.0,0
0.04,0.24,0,-0.3,0.8,1.5780000000000003e-11,-4.5400000000000004e-12,-1.2260000000000001e-11,-1.566e-11,-4.4000000000000004e-13,100.0,0
0.06,0.24,0,-0.3,0.8,1.8110000000000003e-11,9.15e-12,-9.29e-12,-1.653e-11,-1e-12,100.0,0
0.08,0.24,0,-0.3,0.8,1.5270000000000003e-11,1.345e-11,-4.11e-12,-1.6760000000000002e-11,-1.5200000000000002e-12,100.0,0
0.1,0.24,0,-0.3,0.8,2.08e-11,1.9750000000000003e-11,1.4900000000000001e-12,-1.63e-11,-1.1000000000000002e-12,100.0,0
0.12,0.24,0,-0.3,0.8,2.7450000000000003e-11,1.127e-11,-9.97e-12,-1.49e-11,-1.03e-12,100.0,0
0.14,0.24,0,-0.3,0.8,7.385000000000001e-11,1.331e-11,-5.052e-11,-1.49e-11,-3.3e-13,100.0,0
0.16,0.24,0,-0.3,0.8,2.2289e-10,3.07e-12,-2.0257e-10,-1.5120000000000002e-11,-1e-13,100.0,0
0.18,0.24,0,-0.3,0.8,7.7315e-10,3.23e-12,-7.6081e-10,-1.581e-11,2.0000000000000003e-14,100.0,0
0.2,0.24,0,-0.3,0.8,2.8914e-09,-9.200000000000001e-13,-2.8669e-09,-1.453e-11,1.21e-12,100.0,0
0.22,0.24,0,-0.3,0.8,1.05894e-08,-1.701e-11,-1.05402e-08,-1.495e-11,1.18e-12,100.0,0
0.24,0.24,0,-0.3,0.8,3.575e-08,-2.26e-12,-3.6497e-08,-1.5030000000000002e-11,1.22e-12,100.0,0
0.26,0.24,0,-0.3,0.8,1.1948e-07,1.526e-11,-1.1812e-07,-1.464e-11,-1.4400000000000001e-12,100.0,0
